Stn	T4700	G150	T1966	T461	T1338	T3133	Spp
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	134-134	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	105-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	134-134	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	134-134	79-79	110-111	Calanus glacialis
North Pole	67-67	161-161	99-99	134-138	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	112-112	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	134-134	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-113	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	80-80	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	134-138	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	110-110	Calanus glacialis
North Pole	67-67	161-161	99-99	134-134	79-79	111-111	Calanus glacialis
North Pole	67-67	161-161	99-99	135-138	79-79	111-111	Calanus glacialis
Quebec 2	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	143-143	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	140-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	138-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-142	82-82	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
Quebec 2	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	117-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	118-120	Calanus finmarchicus
Quebec 2	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 2	67-67	161-161	99-99	135-135	80-80	111-111	Calanus glacialis
Quebec 1	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	138-141	81-81	119-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	140-142	81-81	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-142	82-82	118-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	81-81	117-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	81-81	118-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	118-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	118-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	82-82	119-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-142	81-81	120-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	142-142	NA	119-120	Calanus finmarchicus
Quebec 1	70-70	131-131	101-101	141-142	83-83	119-119	Calanus finmarchicus
Off-Ainort	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
Off-Ainort	70-70	131-131	101-101	141-141	NA	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	117-117	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	118-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-142	NA	117-117	Calanus finmarchicus
US New-York	70-70	131-131	101-101	138-142	NA	118-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US New-York	70-70	131-131	NA	141-141	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	140-140	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
US New-York	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US New-York	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	134-134	82-82	NA	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	119-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	138-142	NA	118-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	79-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	81-81	118-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	NA	82-82	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	82-82	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-109	143-143	82-82	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	141-141	NA	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	138-142	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	140-140	82-82	120-120	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	81-81	118-118	Calanus finmarchicus
US Philadelphia	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	119-124	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	140-140	NA	119-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	119-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	117-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	NA	117-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-146	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	NA	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	119-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	81-81	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	140-140	NA	119-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	81-81	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	NA	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	NA	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-141	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	NA	119-119	Calanus finmarchicus
US Portland	70-70	131-131	101-101	141-145	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	142-142	82-82	120-120	Calanus finmarchicus
US Portland	70-70	131-131	101-101	140-140	NA	120-120	Calanus finmarchicus
West Greenland 3	NA	131-161	101-101	134-169	79-82	107-107	Hybrid
West Greenland 3	67-67	161-161	99-99	134-134	79-79	110-110	Calanus glacialis
West Greenland 3	67-67	161-161	99-99	NA	79-79	111-111	Calanus glacialis
West Greenland 3	67-67	161-161	99-99	135-135	79-79	111-111	Calanus glacialis
West Greenland 1	67-67	161-161	99-99	134-134	79-82	111-111	Calanus glacialis
West Greenland 1	67-67	161-161	99-99	134-134	82-82	111-111	Calanus glacialis
West Greenland 1	67-67	161-161	99-99	134-134	79-82	111-111	Calanus glacialis
West Greenland 1	67-67	161-161	99-99	134-134	79-82	110-110	Calanus glacialis
